# Generated from libretro-database's Sony - PlayStation DAT.
# Source: https://github.com/libretro/libretro-database
# License: CC-BY-SA-4.0
namegamedeseishun	Game de Seishun (Japan) (Rev A)
namegamenihonshikakumeijiodanobunaga	Game Nihonshi - Kakumeiji Oda Nobunaga (Japan)
namegamenotatsujin	Game no Tatsujin (Japan) (4M)
namegamenotatsujin2	Game no Tatsujin 2 (Japan)
namegamenotetsujintheshanghai	Game no Tetsujin - The Shanghai (Japan)
namegameoflifethedxjinseigame	Game of Life, The - DX Jinsei Game (Japan)
namegameoflifethedxjinseigameii	Game of Life, The - DX Jinsei Game II (Japan) (2M)
namegametengokuthegameparadise	Game Tengoku - The Game Paradise! (Japan)
namegameware	Game-Ware (Japan)
namegamewarevol2	Game-Ware Vol. 2 (Japan)
namegamewarevol3	Game-Ware Vol. 3 (Japan)
namegamewarevol4	Game-Ware Vol. 4 (Japan) (Disc A)
namegamewarevol5	Game-Ware Vol. 5 (Japan) (Disc A)
namegaroudensetsu3roadtothefinalvictory	Garou Densetsu 3 - Road to the Final Victory (Japan)
namegebockers	Gebockers (Japan)
namegegegenokitarougentoukaikitan	GeGeGe no Kitarou - Gentou Kaikitan (Japan)
namegekiretsupachinkers	Gekiretsu Pachinkers (Japan)
namegekirindan	Gekirindan (Japan)
namegekitotsukoushien	Gekitotsu Koushien (Japan)
namegekkamugentantorico	Gekka Mugentan Torico (Japan) (Disc A) (Kyouchou-hen) (2M)
namegekkanokishiouryuusen	Gekka no Kishi - Ouryuusen (Japan)
namegensousuikoden	Gensou Suikoden (Japan)
namegex	Gex (Europe)
nameghenwar	Ghen War (Europe)
namegingaeiyuudensetsu	Ginga Eiyuu Densetsu (Japan)
namegingaeiyuudensetsuplus	Ginga Eiyuu Densetsu Plus (Japan)
namegingaojousamadensetsuyuna3lightningangel	Ginga Ojousama Densetsu Yuna 3 - Lightning Angel (Japan)
namegingaojousamadensetsuyunamikaakitakaillustworks	Ginga Ojousama Densetsu Yuna - Mika Akitaka Illust Works (Japan)
namegingaojousamadensetsuyunamikaakitakaillustworks2	Ginga Ojousama Densetsu Yuna - Mika Akitaka Illust Works 2 (Japan)
namegingaojousamadensetsuyunaremix	Ginga Ojousama Densetsu Yuna Remix (Japan)
namegirldolltoytamashiiokudasai	Girl Doll Toy - Tamashii o Kudasai (Japan)
namegirlsinmotionpuzzlevol1hiyakenoomoidehimekuri	Girls in Motion Puzzle Vol. 1 - Hiyake no Omoide + Himekuri (Japan)
namegirlsinmotionpuzzlevol2bodyspecial264	Girls in Motion Puzzle Vol. 2 - Body Special 264 (Japan)
namegodzillarettoushinkan	Godzilla - Rettou Shinkan (Japan)
namegoiiiprofessionaltaikyokuigo	Go III Professional - Taikyoku Igo (Japan)
namegoikenmuyouanarchyinthenippon	Goiken Muyou - Anarchy in the Nippon (Japan)
namegokujouparodiusdadeluxepack	Gokujou Parodius Da! Deluxe Pack (Japan)
namegoldenaxetheduel	Golden Axe - The Duel (Europe)
namegothaiitenkuunokishi	Gotha II - Tenkuu no Kishi (Japan)
namegothaismailiaseneki	Gotha - Ismailia SenEki (Japan)
namegouketsujiichizoku3grooveonfight	Gouketsuji Ichizoku 3 - Groove on Fight (Japan)
namegradiusdeluxepack	Gradius Deluxe Pack (Japan)
namegranchaser	Gran Chaser (Japan) (3M)
namegrandia	Grandia (Japan) (Disc 1) (4M)
namegrandiadigitalmuseum	Grandia - Digital Museum (Japan)
namegrandiaprelude	Grandia - Prelude (Japan)
namegrandread	GranDread (Japan)
namegrandslam	Grand Slam (USA)
namegreatestnine96	Greatest Nine '96 (Japan) (1M)
namegremlininteractivedemodisc	Gremlin Interactive Demo Disc (Europe)
namegremlininteractivedemodisk	Gremlin Interactive Demo Disk (Europe)
namegridrun	Grid Run (Europe)
namegridrunner	Grid Runner (Japan)
namegt24	GT24 (Japan)
nameguardianforce	Guardian Force (Japan)
nameguardianheroes	Guardian Heroes (Europe)
namegunbird	Gunbird (Japan)
namegunblazes	GunBlaze-S (Japan)
namegungriffon	Gun Griffon (Europe)
namegungriffonii	Gungriffon II (Japan)
namegungriffontheeurasianconflict	Gungriffon - The Eurasian Conflict (Japan)
namegussunoyoyos	Gussun Oyoyo S (Japan)
namegvector	G Vector (Japan)
namegyuwamblerjikochuushinhatokyomahjongland	Gyuwambler Jiko Chuushinha - Tokyo Mahjongland (Japan)
namehabitatii	Habitat II (Japan)
namehangongp	Hang-On GP (USA)
namehangongp95	Hang On GP '95 (Japan) (1M)
namehangongp96	Hang On GP '96 (Europe)
namehanshadespark	Hansha de Spark! (Japan)
namehardcore4x4	Hardcore 4x4 (Europe) (En,Fr,De)
nameharukazesentaivforce	Harukaze Sentai V-Force (Japan) (Disc 1)
namehatsukoimonogatari	Hatsukoi Monogatari (Japan)
namehattrickheros	HatTrick Hero S (Japan)
namehauntedcasino	Haunted Casino (Japan) (Disc A)
nameheartbeatscramble	Heartbeat Scramble (Japan)
nameheberekespopoitto	Hebereke's Popoitto (Europe)
nameheimwaltz	Heim Waltz (Japan) (Rev A)
nameheirofzendorthelegendandtheland	Heir of Zendor - The Legend and the Land (USA)
nameheiseitensaibakabonsusumebakabons	Heisei Tensai Bakabon - Susume! Bakabons (Japan)
nameheiwapachinkosoushingeki	Heiwa Pachinko Soushingeki (Japan) (1M)
namehenryexplorers	Henry Explorers (Japan)
namehercsadventures	Herc's Adventures (USA)
namehexen	Hexen (Europe) (En,Fr,De,Es,It)
namehexenbeyondheretic	Hexen - Beyond Heretic (Japan)
namehideonomoworldseriesbaseball	Hideo Nomo World Series Baseball (Japan)
namehighschoolterrastory	Highschool Terra Story (Japan)
namehighvelocitymountainracingchallenge	High Velocity - Mountain Racing Challenge (USA)
namehighway2000	Highway 2000 (Europe)
namehimitsusentaimetamorv	Himitsu Sentai Metamor V (Japan)
namehioctane	Hi-Octane (Europe) (En,Fr,De,Es)
namehioctanethetrackfightsback	Hi-Octane - The Track Fights Back! (USA) (En,Fr,De,Es)
namehissatsu	Hissatsu! (Japan)
namehissatsupachinkocollection	Hissatsu Pachinko Collection (Japan)
namehokutonoken	Hokuto no Ken (Japan)
namehonkaku4ninuchigeinoujintaikyokumahjongthewaremedepon	Honkaku 4-nin Uchi Geinoujin Taikyoku Mahjong - The Wareme de Pon (Japan)
namehonkakuhanafuda	Honkaku Hanafuda (Japan)
namehonkakupromahjongtetsumanspecial	Honkaku Pro Mahjong - Tetsuman Special (Japan)
namehonkakushougishinanwakamatsushougijuku	Honkaku Shougi Shinan - Wakamatsu Shougi Juku (Japan)
namehopstepidol	Hop Step Idol (Japan)
namehordethe	Horde, The (Europe)
namehorrortour	Horror Tour (Japan)
namehoukagorenaiclubkoinoetude	Houkago Ren'ai Club - Koi no Etude (Japan) (Disc 1)
namehoumahunterlimeperfectcollection	Houma Hunter Lime Perfect Collection (Japan) (Disc 1)
namehouseofthedeadthe	House of the Dead, The (Europe)
namehudsonsoftnewsoftlineupforsegasaturn	Hudson Soft - New Soft Line Up for Sega Saturn (Japan)
namehyper3dpinball	Hyper 3-D Pinball (USA)
namehyperduel	Hyper Duel (Japan)
namehypergolfthedevilscourse	Hyper Golf, The - Devil's Course (Japan)
namehyperreverthion	Hyper Reverthion (Japan) (2M)
namehypersecuritiess	Hyper Securities S (Japan)
nameideyousukemeijinnoshinjissenmahjong	Ide Yousuke Meijin no Shin Jissen Mahjong (Japan) (2M)
nameidoljanshisuchiepaiii	Idol Janshi Suchie-Pai II (Japan) (Disc 1)
nameidoljanshisuchiepaimechagenteibanhatsubai5shuunentokupackage	Idol Janshi Suchie-Pai Mecha Genteiban - Hatsubai 5 Shuunen Toku Package (Japan) (Disc 1)
nameidoljanshisuchiepairemix	Idol Janshi Suchie-Pai Remix (Japan)
nameidoljanshisuchiepaisecretalbum	Idol Janshi Suchie-Pai Secret Album (Japan)
nameidoljanshisuchiepaispecial	Idol Janshi Suchie-Pai Special (Japan)
nameidolmahjongfinalromance2	Idol Mahjong - Final Romance 2 (Japan)
nameidolmahjongfinalromance4	Idol Mahjong - Final Romance 4 (Japan)
nameidolmahjongfinalromancer	Idol Mahjong - Final Romance R (Japan)
nameimpactracing	Impact Racing (Europe)
nameincrediblehulkthethepantheonsaga	Incredible Hulk, The - The Pantheon Saga (Europe) (En,Fr,De,Es,It)
nameindependenceday	Independence Day (USA)
nameindependencedaythegame	Independence Day - The Game (Europe) (En,Fr,De,Es,It,Sv)
nameinternationalvictorygoal	International Victory Goal (Europe)
nameinthehunt	In the Hunt (Europe)
nameippatsugyakutengamblingkingenomichi	Ippatsu Gyakuten - Gambling King e no Michi (Japan)
nameiremarcadeclassics	Irem Arcade Classics (Japan)
nameironmanxomanowarinheavymetal	Iron Man & X-O Manowar in Heavy Metal (Europe)
nameironstorm	Iron Storm (USA)
nameishinnoarashi	Ishin no Arashi (Japan)
nameistoezicoziconokangaerusoccer	Isto E Zico - Zico no Kangaeru Soccer (Japan)
namejanteibattlecosplayer	Jantei Battle Cos-Player (Japan) (Disc 1)
namejanteibattlecosplayeroriginalgengashuu	Jantei Battle Cos-Player - Original Gengashuu (Japan)
namejapansuperbassclassic96	Japan Super Bass Classic '96 (Japan)
namejbharoldbluechicagoblues	J. B. Harold - Blue Chicago Blues (Japan) (Disc 1)
namejewelsoftheoracle	Jewels of the Oracle (Europe) (En,Ja,Fr,De)
namejikkyouoshaberiparodiusforeverwithme	Jikkyou Oshaberi Parodius - Forever with Me (Japan)
namejikkyoupowerfulproyakyuu95kaimakuban	Jikkyou Powerful Pro Yakyuu '95 - Kaimakuban (Japan) (1M)
namejikkyoupowerfulproyakyuus	Jikkyou Powerful Pro Yakyuu S (Japan)
namejikuutanteidd	Jikuu Tantei DD (Dracula Detective) - Maboroshi no Lorelei (Japan) (Disc A)
namejissenmahjong	Jissen Mahjong (Japan)
namejissenpachinkohisshouhoutwin	Jissen Pachinko Hisshou-hou! Twin (Japan)
namejissenpachislothisshouhou3	Jissen! Pachi-Slot Hisshou-hou! 3 (Japan)
namejissenpachislothisshouhou4	Jissen! Pachi-Slot Hisshou-hou! 4 (Japan)
namejissenpachislothisshouhouironhookthegreatmarineadventures	Jissen! Pachi-Slot Hisshou-hou! Iron Hook - The Great Marine Adventures (Japan)
namejleaguegogogoal	J.League Go Go Goal! (Japan)
namejleaguejikkyouhonoonostriker	J.League Jikkyou Honoo no Striker (Japan) (2M)
namejleagueprosoccerclubotsukurou	J.League Pro Soccer Club o Tsukurou! (Japan)
namejleagueprosoccerclubotsukurou2	J.League Pro Soccer Club o Tsukurou! 2 (Japan) (2M)
namejleaguevictorygoal96	J.League Victory Goal '96 (Japan) (2M)
namejleaguevictorygoal97	J.League Victory Goal '97 (Japan)
namejohnnybazooka	Johnny Bazooka (Japan)
namejohnnybazookatone	Johnny Bazookatone (Europe)
namejonahlomurugby	Jonah Lomu Rugby (Europe)
namejoshikouseinohoukagopukunpa	Joshikousei no Houkago... Pukunpa (Japan)
namejunclassicccropeclub	Junclassic C.C. & Rope Club (Japan) (2M)
namejungleparksaturnshima	Jungle Park - Saturn Shima (Japan) (Rev A)
namejungrhythm	Jung Rhythm (Japan)
namek1grandprixfightingillusionshou	K-1 Grand Prix - Fighting Illusion Shou (Japan)
namekaiteidaisensou	Kaitei Daisensou (Japan)
namekaitousainttail	Kaitou Saint Tail (Japan)
namekakinokishougi	Kakinoki Shougi (Japan)
namekakyuusei	Kakyuusei (Japan) (Disc 1) (2M)
namekamenridersakusenfile1	Kamen Rider - Sakusen File 1 (Japan)
namekanazawashougi	Kanazawa Shougi (Japan) (2M)
namekanzenchuukeiproyakyuugreatestnine	Kanzen Chuukei Pro Yakyuu Greatest Nine (Japan) (Rev A)
namekeioflyingsquadron2	Keio Flying Squadron 2 (Europe)
namekeiouyuugekitaikatsugekihen	Keiou Yuugekitai - Katsugeki-hen (Japan)
namekeiouyuugekitaiokirakutamatebako	Keiou Yuugekitai - Okiraku Tamatebako (Japan)
namekekkonmarriage	Kekkon - Marriage (Japan)
namekekkonmarriagezenya	Kekkon - Marriage - Zen'ya (Japan)
namekeriotosse	Keriotosse! (Japan)
namekidousenkannadesicotheblankof3years	Kidou Senkan Nadesico - The Blank of 3 Years (Japan) (Disc 1)
namekidousenkannadesicoyapparisaigowaaigakatsu	Kidou Senkan Nadesico - Yappari Saigo wa Ai ga Katsu (Japan)
namekidousenshigundamgihrennoyabou	Kidou Senshi Gundam - Gihren no Yabou (Japan)
namekidousenshigundamgihrennoyaboukouryakushireisho	Kidou Senshi Gundam - Gihren no Yabou - Kouryaku Shireisho (Japan)
namekidousenshizgundamkouhenuchuuokakeru	Kidou Senshi Z Gundam - Kouhen Uchuu o Kakeru (Japan)
namekidousenshizgundamzenpenzetanokodou	Kidou Senshi Z Gundam - Zenpen Zeta no Kodou (Japan)
namekindaichishounennojikenbohoshimitoukanashiminofukushuuki	Kindaichi Shounen no Jikenbo - Hoshimitou Kanashimi no Fukushuuki (Japan)
namekingofboxingthe	King of Boxing, The (Japan)
namekingoffighters95the	King of Fighters '95, The (Europe)
namekingoffighters96the	King of Fighters '96, The (Japan) (1M)
namekingoffighters97the	King of Fighters '97, The (Japan)
namekissyori	Kiss yori... (Japan)
namekisuishoudensetsuastal	Kisuishou Densetsu Astal (Japan) (3A)
namekochirakatsushikakukamearikouenmaehashutsujonakagawalanddairacenomaki	Kochira Katsushikaku Kameari Kouenmae - Hashutsujo - Nakagawa Land Dai-Race! no Maki (Japan)
namekodenkoureijutsuhyakumonogatarihontoniattakowaihanashi	Koden Koureijutsu - Hyaku Monogatari - Honto ni Atta Kowai Hanashi (Japan) (Disc 1) (Joukan)
namekoinosummerfantasyinmiyazakiseagaia	Koi no Summer Fantasy - in Miyazaki Seagaia (Japan)
namekonamiantiquesmsxcollectionultrapack	Konami Antiques - MSX Collection Ultra Pack (Japan) (2M)
namekoudousaisokudensetsuinitiald	Koudou Saisoku Densetsu - Initial D (Japan)
namekouryuusangokuengi	Kouryuu Sangoku Engi (Japan)
namekoutetsureiikisteeldom	Koutetsu Reiiki - Steeldom (Japan) (2M)
namekrazyivan	Krazy Ivan (Europe)
namekumitatebattlekuttuketto	Kumitate Battle Kuttu Ketto (Japan)
namekunoichitorimonochou	Kunoichi Torimonochou (Japan)
namekuronodanshoutheliteraryfragment	Kuro no Danshou - The Literary Fragment (Japan) (3M)
namekurubushikyoudaigekijoudaiikkanmahjonghen	Kurubushi Kyoudai Gekijou Daiikkan - Mahjong-hen (Japan) (2M)
namekururinpa	Kururin Pa! (Japan)
namekuusoukagakusekaigulliverboy	Kuusou Kagaku Sekai Gulliver Boy (Japan) (Disc 1)
namekyuukyokutigeriiplus	Kyuukyoku Tiger II Plus (Japan)
namekyuutenkai	Kyuutenkai (Japan)
namelangrisserdramaticedition	Langrisser - Dramatic Edition (Japan) (2M)
namelangrisseriii	Langrisser III (Japan) (Rev A) (5M)
namelangrisseriv	Langrisser IV (Japan) (1M, 3M)
namelangrisservtheendoflegend	Langrisser V - The End of Legend (Japan) (3M)
namelastbronx	Last Bronx (Europe)
namelastgladiatorsdigitalpinball	Last Gladiators - Digital Pinball (USA) (4S)
namelayersection	Layer Section (Japan) (6M)
namelayersectionii	Layer Section II (Japan)
namelegendofheroesiiitheeiyuudensetsu	Legend of Heroes I & II, The - Eiyuu Densetsu (Japan)
namelegendofk1grandprix96	Legend of K-1 - Grand Prix '96 (Japan)
namelegendofk1thebestcollection	Legend of K-1 - The Best Collection (Japan)
namelegendofoasisthe	Legend of Oasis, The (USA)
namelifescape2bodybionicskyouinoshouuchuujintai	LifeScape 2 - Body Bionics - Kyoui no Shouuchuu Jintai (Japan)
namelifescapeseimei40okunenharukanatabi	LifeScape - Seimei 40 Okunen Haruka na Tabi (Japan) (Disc 1) (Aquasphere) (4M)
namelinda3kanzenban	Linda^3 Kanzenban (Japan)
namelinkleliverstory	Linkle Liver Story (Japan)
nameloaded	Loaded (Europe) (En,Fr,De) (Alt)
nameloderunnerextra	Lode Runner Extra (Japan)
nameloderunnerthelegendreturns	Lode Runner - The Legend Returns (Japan)
namelogicpuzzlerainbowtown	Logic Puzzle Rainbow Town (Japan)
namelostvikings2norsebynorsewest	Lost Vikings 2 - Norse by Norsewest (Europe) (En,Fr,De)
namelostworldthejurassicpark	Lost World, The - Jurassic Park (Europe)
namelovelypop2in1janjankoishimasho	Lovely Pop 2 in 1 - Jan Jan Koi Shimasho (Japan)
nameluluunconteinteractifderomainvictorpujebet	LuLu - Un Conte Interactif de Romain Victor-Pujebet (Japan)
namelunacy	Lunacy (USA) (Disc 1)
namelunar2eternalblue	Lunar 2 - Eternal Blue (Japan) (Disc 1)
namelunarsilverstarstory	Lunar - Silver Star Story (Japan)
namelunarsilverstarstorycomplete	Lunar - Silver Star Story Complete (Japan)
namelupinsanseipyramidnokenja	Lupin Sansei - Pyramid no Kenja (Japan)
namelupinthe3rdchronicles	Lupin the 3rd Chronicles (Japan) (Disc 1)
namelupinthe3rdthemasterfile	Lupin the 3rd - The Master File (Japan)
namemaboroshinoblackbass	Maboroshi no Black Bass (Japan)
namemachinehead	Machine Head (USA)
namemaddennfl97	Madden NFL 97 (Europe)
namemaddennfl98	Madden NFL 98 (Europe)
namemadoumonogatari	Madou Monogatari (Japan)
namemagicaldrop	Magical Drop (Japan)
namemagicaldrop2	Magical Drop 2 (Japan)
namemagicaldropiiitoretatezoukangou	Magical Drop III - Toretate Zoukangou! (Japan) (2M)
namemagicalhoppers	Magical Hoppers (Japan)
namemagicalnightdreamscotton2	Magical Night Dreams - Cotton 2 (Japan)
namemagicalnightdreamscottonboomerang	Magical Night Dreams - Cotton Boomerang (Japan)
namemagiccarpet	Magic Carpet (Europe) (En,Fr,De,Es,Sv)
namemagicknightrayearth	Magic Knight Rayearth (Japan) (4M)
namemahjongdoukyuuseispecial	Mahjong Doukyuusei Special (Japan)
namemahjonggakuensai	Mahjong Gakuensai (Japan)
namemahjonggakuensaidxzenjitsunimatsuwarufunsenki	Mahjong Gakuensai DX - Zenjitsu ni Matsuwaru Funsenki (Japan)
namemahjongganryuujima	Mahjong Ganryuujima (Japan) (4M)
namemahjonggokuutenjiku	Mahjong Gokuu Tenjiku (Japan)
namemahjonghyperreactionr	Mahjong Hyper Reaction R (Japan)
namemahjongkaiganmonogatarimahjongkyoujidaisexyidolhen	Mahjong Kaigan Monogatari - Mahjong-kyou Jidai Sexy Idol-hen (Japan) (2M)
namemahjongkyoujidaicebuisland96	Mahjong-kyou Jidai Cebu Island '96 (Japan) (Disc 1)
namemahjongkyoujidaicogalhoukagohen	Mahjong-kyou Jidai Cogal Houkago-hen (Japan)
namemahjongtaikaiiispecial	Mahjong Taikai II Special (Japan) (2M)
namemahjongtenshiangellips	Mahjong Tenshi - Angel Lips (Japan)
namemahjongyonshimaiwakakusamonogatari	Mahjong Yon Shimai - Wakakusa Monogatari (Japan)
namemahougakuenlunar	Mahou Gakuen Lunar! (Japan) (1M)
namemahounojanshipoepoepoemy	Mahou no Janshi - Poe Poe Poemy (Japan) (2M)
namemahoushoujoprettysamyheartnokimochi	Mahou Shoujo Pretty Samy - Heart no Kimochi (Japan)
namemahoushoujoprettysamyosorubeshishintaisokuteikakubakuhatsu5byoumae	Mahou Shoujo Pretty Samy - Osorubeshi Shintai Sokutei! Kakubakuhatsu 5-Byou-mae!! (Japan)
namemahoutsukaininaruhouhou	Mahoutsukai ni Naru Houhou (Japan)
namemainichikawaruquizbangumiquiz365	Mainichi Kawaru Quiz Bangumi - Quiz 365 (Japan)
namemanoirdesamesperduesle	Manoir des Ames Perdues, Le (France)
namemansiondelasalmasocultasla	Mansion de las Almas Ocultas, La (Spain)
namemansionofhiddensoulsthe	Mansion of Hidden Souls, The (Europe) (1S)
namemanxttsuperbike	Manx TT SuperBike (Europe)
namemariakimitachigaumaretawake	Maria - Kimitachi ga Umareta Wake (Japan) (Disc 1)
namemaricashinjitsunosekai	Marica - Shinjitsu no Sekai (Japan)
namemarienoatelierver13salburgnorenkinjutsushi	Marie no Atelier Ver. 1.3 - Salburg no Renkinjutsushi (Japan)
namemariomushanonochoushougijukumariomushanoshypershogischool	Mario Mushano no Chou Shougi Juku - Mario Mushano's Hyper Shogi School (Japan)
namemarvelsuperheroes	Marvel Super Heroes (Europe)
namemarvelsuperheroesvsstreetfighter	Marvel Super Heroes vs. Street Fighter (Japan)
namemassdestruction	Mass Destruction (Europe) (En,Fr,De,Es)
namemassdestructionotousannimodekirusoft	Mass Destruction - Otousan ni mo Dekiru Soft (Japan)
namemasterofmonstersneogenerations	Master of Monsters - Neo Generations (Japan)
namemastersharukanaruaugusta3	Masters - Harukanaru Augusta 3 (Japan)
namematsukatahirokinoworldfishing	Matsukata Hiroki no World Fishing (Japan)
namemaximumforce	Maximum Force (Europe)
namemechanicalviolatorhakaiderlastjudgement	Mechanical Violator Hakaider - Last Judgement (Japan)
namemechwarrior2	MechWarrior 2 (Japan)
namemechwarrior231stcenturycombatarcadecombatedition	MechWarrior 2 - 31st Century Combat - Arcade Combat Edition (Europe)
namemediaromancerdadaisukeasakura	MediaROMancer - DA - Daisuke Asakura (Japan)
namemegaman8	Mega Man 8 (USA)
namemegamanx3	Mega Man X3 (Europe)
namemegamanx4	Mega Man X4 (USA)
namemeltylancergingashoujokeisatsu2086	MeltyLancer - Ginga Shoujo Keisatsu 2086 (Japan)
namemeltylancerreinforce	MeltyLancer - Re-inforce (Japan) (Disc 1)
namememukimiotsutaete	m [emu] - Kimi o Tsutaete (Japan) (2M)
namemessagenavi	Message Navi (Japan)
namemessagenavivol2	Message Navi Vol. 2 (Japan)
namemetalblack	Metal Black (Japan) (3M)
namemetalfightermiku	Metal Fighter Miku (Japan)
namemetalslugsupervehicle001	Metal Slug - Super Vehicle-001 (Japan)
namemezaseidolstarnatsuiromemoriesmahjonghen	Mezase Idol Star!! Natsuiro Memories - Mahjong-hen (Japan) (2M)
namemightyhits	Mighty Hits (Europe)
nameminakatahakudoutoujou	Minakata Hakudou Toujou (Japan) (Disc 1) (2M)
nameminaminoshimanibutagaitalucasnodaibouken	Minami no Shima ni Buta ga Ita - Lucas no Daibouken (Japan) (2M)
nameminnesotafatspoollegend	Minnesota Fats - Pool Legend (USA) (R)
namemintonkeibunosousafiledoukeshisatsujinjiken	Minton Keibu no Sousa File - Doukeshi Satsujin Jiken (Japan)
namemizubakudaibouken	Mizubaku Daibouken (Japan)
namemizukishigerunoyoukaizukansoushuuhen	Mizuki Shigeru no Youkai Zukan Soushuuhen (Japan)
namemobilesuitgundam	Mobile Suit Gundam (Japan)
namemobilesuitgundamsidestoryiiaoouketsugumono	Mobile Suit Gundam Side Story II - Ao o Uketsugu Mono (Japan)
namemobilesuitgundamsidestoryiiisabakareshimono	Mobile Suit Gundam Side Story III - Sabakareshi Mono (Japan)
namemobilesuitgundamsidestoryisenritsunoblue	Mobile Suit Gundam Side Story I - Senritsu no Blue (Japan)
namemobilesuitgundamsidestoryoptionalguide	Mobile Suit Gundam Side Story - Optional Guide (Japan)
namemoeroproyakyuu95doubleheader	Moero!! Pro Yakyuu '95 - Double Header (Japan)
namemogitatesegasaturnspecialmovie	Mogitate SegaSaturn - Special Movie (Japan) (2M)
namemogitatesegasaturnvol2	Mogitate SegaSaturn Vol. 2 (Japan)
namemogitatesegasaturnvol3	Mogitate SegaSaturn Vol. 3 (Japan)
namemogitatesegasaturnvol4	Mogitate SegaSaturn Vol. 4 (Japan)
namemogitatesegasaturnvol5	Mogitate SegaSaturn Vol. 5 (Japan)
namemogitatesegasaturnvol6	Mogitate SegaSaturn Vol. 6 (Japan)
namemomotaroudouchuuki	Momotarou Douchuuki (Japan) (1M)
namemonsterslider	Monster Slider (Japan)
namemooncradle	Moon Cradle (Japan) (Disc 1)
namemortalkombatii	Mortal Kombat II (Europe)
namemortalkombatiikanzenban	Mortal Kombat II Kanzenban (Japan) (4S)
namemortalkombattrilogy	Mortal Kombat Trilogy (Europe)
namemotteketamagowithganbarekamonohashi	Motteke Tamago with Ganbare! Kamonohashi (Japan)
namemouja	Mouja (Japan)
namemourimotonarichikainosanshi	Mouri Motonari - Chikai no Sanshi (Japan)
namemrbones	Mr. Bones (Europe) (Disc 1)
namemujintoumonogatarirfutarinoloveloveisland	Mujintou Monogatari R - Futari no Love Love Island (Japan)
namemurakoshiseikainobakuchounihonrettou	Murakoshi Seikai no Bakuchou Nihon Rettou (Japan)
namemybestfriendsstandrewjogakuinhen	My Best Friends - St. Andrew Jogakuin-hen (Japan)
namemydreamonairgamatenakute	My Dream - On Air ga Matenakute (Japan) (Disc 1)
namemyst	Myst (Europe) (En,Fr,De,Es)
namemystariatherealmsoflore	Mystaria - The Realms of Lore (Europe)
namemysterymansiondashausderverlorenenseelen	Mystery Mansion - Das Haus der verlorenen Seelen (Germany)
namenanatsukazenoshimamonogatari	Nanatsu Kaze no Shima Monogatari (Japan) (Disc 1)
namenanatsunohikan	Nanatsu no Hikan (Japan) (Disc 1) (1M)
namenascar98	NASCAR 98 (Europe)
namenbaaction	NBA Action (Europe)
namenbaaction98	NBA Action 98 (Europe)
namenbajamextreme	NBA Jam Extreme (Europe)
namenbajamtournamentedition	NBA Jam - Tournament Edition (Europe)
namenbalive97	NBA Live 97 (Europe)
namenbalive98	NBA Live 98 (Europe)
namenekketsuoyako	Nekketsu Oyako (Japan)
nameneongenesisevangeliondigitalcardlibrary	Neon Genesis Evangelion - Digital Card Library (Japan)
nameneongenesisevangelionkoutetsunogirlfriend	Neon Genesis - Evangelion - Koutetsu no Girlfriend (Japan) (Disc 1)
namenextkingkoinosennenoukoku	Next King - Koi no Sennen Oukoku (Japan)
namenfl97	NFL '97 (USA)
namenflquarterbackclub96	NFL Quarterback Club '96 (Japan)
namenflquarterbackclub97	NFL Quarterback Club '97 (Japan)
namenhl97	NHL 97 (Europe)
namenhl98	NHL 98 (Europe)
namenhlallstarhockey	NHL All-Star Hockey (Europe)
namenhlallstarhockey98	NHL All-Star Hockey 98 (Europe)
namenhlpowerplay96	NHL Powerplay '96 (Europe)
namenightruthexplanationoftheparanormal01yaminotobira	Nightruth - Explanation of the Paranormal 01 - Yami no Tobira (Japan) (2M)
namenightruthexplanationoftheparanormalfutatsudakenoshinjitsu	Nightruth - Explanation of the Paranormal - Futatsu dake no Shinjitsu (Japan)
namenightruthexplanationoftheparanormalmakingofnightruthiivoiceselection	Nightruth - Explanation of the Paranormal - Making of Nightruth II - Voice Selection (Japan)
namenightruthexplanationoftheparanormalmaria	Nightruth - Explanation of the Paranormal - Maria (Japan)
namenightruthexplanationoftheparanormalnightruthvoiceselectionradiodramahen	Nightruth - Explanation of the Paranormal - Nightruth Voice Selection - Radio Drama-hen (Japan) (2M)
namenightruthexplanationoftheparanormalthemakingofnightruth	Nightruth - Explanation of the Paranormal - The Making of Nightruth (Japan) (2M)
namenightsintodreams	Nights into Dreams... (Europe)
namenightstrikers	Night Striker S (Japan)
namenightwarriorsdarkstalkersrevenge	Night Warriors - Darkstalkers' Revenge (Europe)
namenihondaihyouteamnokantokuninaruusekaihatsusoccerrpgbecomethecoachforthenationalteam	Nihon Daihyou Team no Kantoku ni Naruu! Sekaihatsu Soccer RPG - Become the Coach for the National Team! (Japan)
namenihonpromahjongrenmeikounindoujouyaburi	Nihon Pro Mahjong Renmei Kounin - Doujou Yaburi (Japan)
namenilegawanoyoake	Nile-gawa no Yoake (Japan) (Rev A)
nameninjajajamarukunonigirininpouchougold	Ninja Jajamaru-kun - Onigiri Ninpouchou Gold (Japan)
nameninkuutsuyokinayatsuranodaigekitotsu	Ninkuu - Tsuyokina Yatsura no Daigekitotsu! (Japan)
nameninpenmanmaru	Ninpen Manmaru (Japan)
namenissanpresentsoverdrivingtr	Nissan Presents - Over Drivin' GT-R (Japan)
