# Generated from libretro-database's Sony - PlayStation DAT.
# Source: https://github.com/libretro/libretro-database
# License: CC-BY-SA-4.0
hdr01560	US Shenmue (Japan) (En,Ja) (Disc 1)
hdr01561	US Shenmue (Japan) (En,Ja) (Disc 2)
hdr01562	US Shenmue (Japan) (En,Ja) (Disc 3)
hdr0157	World Series Baseball 2K1 (Japan)
hdr0158	Advanced Daisenryaku 2001 (Japan)
hdr0159	Crazy Taxi 2 (Japan) (En,Ja)
hdr0160	Confidential Mission (Japan) (En,Ja,Fr,De,Es)
hdr0163	Phantasy Star Online Ver. 2 (Japan) (En,Ja,Fr,De,Es)
hdr0164	Shenmue II (Japan) (Disc 1)
hdr01640	Shenmue II (Japan) (Disc 1)
hdr01641	Shenmue II (Japan) (Disc 2)
hdr01642	Shenmue II (Japan) (Disc 3)
hdr01643	Shenmue II (Japan) (Disc 4)
hdr0165	Sonic Adventure 2 (Japan) (En,Ja,Fr,De,Es)
hdr0167	Dabitsuku 2 (Japan)
hdr0168	Guru Guru Onsen 2 (Japan)
hdr0169	Get Bass 2 (Japan)
hdr0171	SGGG - Segagaga (Japan) (Rev A)
hdr0172	Candy Stripe - Minarai Tenshi (Japan)
hdr0173	Pro Yakyuu Team o Tsukurou! & Asobou! (Japan)
hdr0176	Cosmic Smash (Japan)
hdr0177	Power Smash 2 - Sega Professional Tennis (Japan)
hdr0178	Rez (Japan) (En,Ja,Fr,De,Es,It)
hdr0179	Shenmue II (Japan) (Disc 1)
hdr01790	Shenmue II (Japan) (Disc 1)
hdr01791	Shenmue II (Japan) (Disc 2)
hdr01792	Shenmue II (Japan) (Disc 3)
hdr01793	Shenmue II (Japan) (Disc 4)
hdr0183	Sakatsuku Tokudaigou 2 - J.League Pro Soccer Club o Tsukurou! (Japan)
hdr0184	Sakura Taisen 4 - Koi seyo Otome - Preview Disc (Japan)
hdr0185	Sakura Taisen Online - Paris no Yuuga na Hibi (Japan)
hdr0186	De La Jet Set Radio (Japan) (En,Ja,Fr,De,Es)
hdr0187	Fushigi no Dungeon - Fuurai no Shiren Gaiden - Onna Kenshi Asuka Kenzan! (Japan)
hdr0189	Sakura Taisen 4 - Koi seyo Otome - Preview Disc (Japan)
hdr0190	Space Channel 5 Part 2 (Japan)
hdr0191	Sakura Taisen 3 - Paris wa Moeteiru ka - Drama Download Disc (Japan)
hdr0192	Sakura Taisen (Japan) (Disc 1) (Rev A)
hdr01920	Sakura Taisen (Japan) (Disc 1) (Rev A)
hdr01921	Sakura Taisen (Japan) (Disc 2) (Rev A)
hdr0193	Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1) (Rev A)
hdr01930	Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1) (Rev A)
hdr01931	Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Rev A)
hdr01932	Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Rev A)
hdr0194	Sakura Taisen 3 - Paris wa Moeteiru ka (Japan) (Disc 1)
hdr01940	Sakura Taisen 3 - Paris wa Moeteiru ka (Japan) (Disc 1)
hdr01941	Sakura Taisen 3 - Paris wa Moeteiru ka (Japan) (Disc 2)
hdr01942	Sakura Taisen 3 - Paris wa Moeteiru ka (Japan) (Disc 3)
hdr0195	Guru Guru Onsen 3 (Japan)
hdr0196	NFL 2K2 (Japan)
hdr0197	NBA 2K2 (Japan)
hdr0198	World Series Baseball 2K2 (Japan)
hdr0199	NHL 2K2 (Japan)
hdr0201	Sakura Taisen (Japan) (Disc 1) (Rev A)
hdr02010	Sakura Taisen (Japan) (Disc 1) (Rev A)
hdr02011	Sakura Taisen (Japan) (Disc 2) (Rev A)
hdr02012	Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Rev A)
hdr0202	Sakura Taisen 3 - Paris wa Moeteiru ka - Drama Download Disc (Japan)
hdr0204	JRA PAT for Dreamcast V50 L10 (Japan)
hdr0216	Puyo Puyo Fever (Japan) (En,Ja)
hdr0217	Puyo Puyo Fever (Japan) (En,Ja)
hkt0910	Dreamcast System-Disc 2 (Japan)
i20802	GameShark CDX (USA) (Final Version)
jcyx80002	Hang the DJ (Japan)
krtdcpar2	Karat DC-you - Pro Action Replay 2 (Japan)
krtsdc01	Karat DC-you - Pro Action Replay DC PAR - Sampler - Nyuumon-hen (Japan)
lhpbre2dc	Last Hope - Pink Bullets (Europe)
mjcyx80002	Hang the DJ (Japan)
mk5100053	Sonic Adventure (Europe) (En,Ja,Fr,De,Es)
mk5100153	Virtua Fighter 3tb (Europe)
mk5100250	House of the Dead 2, The (Europe)
mk5100453	NBA 2K (Europe) (En,Fr,De,Es)
mk5100650	Sega Bass Fishing (Europe)
mk5101050	Snow Surfers (Europe)
mk5101150	Time Stalkers (Europe) (En,Fr,De,Es)
mk5101350	Dynamite Cop (Europe)
mk5101950	Sega Rally 2 (Europe)
mk5102050	Toy Commander (Europe) (En,Fr,De,Es)
mk5102150	Red Dog - Superior Firepower (Europe) (En,Fr,De,Es)
mk5102250	MSR - Metropolis Street Racer (Europe) (En,Fr,De,Es)
mk5102506	NHL 2K (Europe)
mk5102589	NHL 2K (Europe)
mk5102850	Virtua Striker 2 Ver. 2000.1 (Europe) (En,Ja,Fr,De,Es)
mk5103150	Sega Worldwide Soccer 2000 (Europe) (En,Fr,De,Es)
mk5103350	Ecco the Dolphin - Defender of the Future (Europe) (En,Fr,De,Es)
mk5103550	Crazy Taxi (Europe) (En,Ja)
mk5103750	Daytona USA 2001 (Europe) (En,Fr,De,Es)
mk5103850	Zombie Revenge (Europe) (En,Fr,De,Es)
mk5104150	Headhunter (Europe) (En,Fr,De,Es) (Disc 1)
mk51041500	Headhunter (Europe) (En,Fr,De,Es) (Disc 1)
mk51041501	Headhunter (Europe) (En,Fr,De,Es) (Disc 2)
mk5104950	ChuChu Rocket! (Europe) (En,Ja,Fr,De,Es)
mk51049b5	ChuChu Rocket! (Europe) (En,Ja,Fr,De,Es)
mk5105050	Maken X (Europe) (En,Fr,De,Es)
mk5105150	Space Channel 5 (Europe) (En,Fr,De,Es)
mk5105250	Skies of Arcadia (Europe) (En,Fr,De,Es) (Disc 1)
mk51052500	Skies of Arcadia (Europe) (En,Fr,De,Es) (Disc 1)
mk51052501	Skies of Arcadia (Europe) (En,Fr,De,Es) (Disc 2)
mk51053	Sega GT (USA)
mk5105350	Sega GT (Europe) (En,Fr,De,Es)
mk5105450	Virtua Tennis - Sega Professional Tennis (Europe) (En,Fr,De,Es)
mk5105850	Jet Set Radio (Europe) (En,Fr,De,Es)
mk5105950	Shenmue (Europe) (En,Fr,De,Es) (Disc 1)
mk51059500	Shenmue (Europe) (En,Fr,De,Es) (Disc 1)
mk51059501	Shenmue (Europe) (En,Fr,De,Es) (Disc 2)
mk51059502	Shenmue (Europe) (En,Fr,De,Es) (Disc 3)
mk5106050	Sonic Shuffle (Europe) (En,Fr,De,Es)
mk5106150	Quake III - Arena (Europe) (En,Fr,De,Es)
mk5106450	18 Wheeler - American Pro Trucker (Europe) (En,Fr,De,Es)
mk5108150	Sega Extreme Sports (Europe) (En,Fr,De,Es)
mk5108350	Sega Worldwide Soccer 2000 - Euro Edition (Europe) (En,Fr,De,Es)
mk5109250	Samba de Amigo (Europe)
mk5109450	Virtua Athlete 2K (Europe) (En,Fr,De,Es)
mk5109505	UEFA Dream Soccer (Europe) (En,Fr,De,Es)
mk5109506	UEFA Dream Soccer (Spain) (En,Fr,De,Es)
mk5109509	UEFA Dream Soccer (France) (En,Fr,De,Es)
mk5109518	UEFA Dream Soccer (Germany) (En,Fr,De,Es)
mk5110050	Phantasy Star Online (Europe) (En,Ja,Fr,De,Es)
mk5110250	Outtrigger (Europe) (En,Fr,De,Es)
mk5111450	Floigan Bros. - Episode 1 (Europe)
mk5111750	Sonic Adventure 2 (Europe) (En,Ja,Fr,De,Es)
mk5112550	Planet Ring (Europe) (En,Fr,De,Es,It)
mk5113650	Crazy Taxi 2 (Europe) (En,Ja,Fr,De,Es)
mk5114950	Toy Racer (Europe) (En,Fr,De,Es)
mk5115450	Fighting Vipers 2 (Europe) (En,Ja,Fr,De,Es,It)
mk5116050	Confidential Mission (Europe) (En,Ja,Fr,De,Es)
mk5117850	NBA 2K2 (Europe)
mk5118450	Shenmue II (Europe) (En,Fr,De,Es) (Disc 1)
mk51184500	Shenmue II (Europe) (En,Fr,De,Es) (Disc 1)
mk51184501	Shenmue II (Europe) (En,Fr,De,Es) (Disc 2)
mk51184502	Shenmue II (Europe) (En,Fr,De,Es) (Disc 3)
mk51184503	Shenmue II (Europe) (En,Fr,De,Es) (Disc 4)
mk5118650	Virtua Tennis 2 - Sega Professional Tennis (Europe) (En,Ja,Fr,De,Es)
mk5119050	90 Minutes - Sega Championship Football (Europe) (En,Fr,De,Es,It)
mk5119250	Rez (Europe) (En,Ja,Fr,De,Es,It)
mk5119350	Phantasy Star Online Ver. 2 (Europe) (En,Ja,Fr,De,Es)
mk5122550	Planet Ring (Europe) (En,Fr,De,Es,It)
mk5404050	Buggy Heat (Europe) (En,Fr,De,Es)
mk5504550	House of the Dead 2, The (Europe)
name09chairs	09 Chairs (Japan)
name18wheeleramericanprotrucker	18 Wheeler - American Pro Trucker (Europe) (En,Fr,De,Es)
name21twoone	21 - Two One (Japan)
name4wheelthunder	4 Wheel Thunder (Europe) (En,Fr)
name4x4evo	4x4 Evo (USA)
name90minutessegachampionshipfootball	90 Minutes - Sega Championship Football (Europe) (En,Fr,De,Es,It)
nameactionreplaycdxversion30	Action Replay CDX Version 3.0 (France)
nameadvanceddaisenryaku2001	Advanced Daisenryaku 2001 (Japan)
nameadvanceddaisenryakusturmuebereuropaderdeutscheblitzkrieg	Advanced Daisenryaku - Sturm ueber Europa - Der Deutsche Blitzkrieg (Japan)
nameaerodancingf	Aero Dancing F (Japan)
nameaerodancingfeaturingblueimpulse	Aero Dancing featuring Blue Impulse (Japan)
nameaerodancingftodorokitsubasanohatsuhikou	Aero Dancing F - Todoroki Tsubasa no Hatsu Hikou (Japan)
nameaerodancingi	Aero Dancing i (Japan)
nameaerodancingijikaisakumadematemasen	Aero Dancing i - Jikai Saku made Matemasen (Japan)
nameaerodancingtodorokitaichounohimitsudisc	Aero Dancing - Todoroki Taichou no Himitsu Disc (Japan)
nameaerotojetdedancing	Aero to Jet de Dancing! (Japan) (Taikenban Disc)
nameaerowings	AeroWings (Europe) (En,Fr,De)
nameaerowings2airstrike	AeroWings 2 - Airstrike (Europe) (En,De)
nameafterwasureenukizuna	After... Wasureenu Kizuna (Japan)
nameaikagihidamaritokanojonoheyagi	Aikagi - Hidamari to Kanojo no Heyagi (Japan)
nameair	Air (Japan) (Rev A)
nameairforcedelta	AirForce Delta (Japan)
nameakihabaradennougumipatapies	Akihabara Dennou-gumi Pata Pies! (Japan)
namealienfrontonline	Alien Front Online (USA)
namealoneinthedarkthenewnightmare	Alone in the Dark - The New Nightmare (Europe) (Disc 1)
nameam2ofcri2001newlineupmoviecollection	AM2 of CRI 2001 New Lineup Movie Collection (Japan)
nameangelpresent	Angel Present (Japan)
nameangelwishkiminoegaonichu	Angel Wish - Kimi no Egao ni Chu! (Japan)
nameanimastar	Animastar (Japan)
nameaono6gousaigetsuhitoomatazutimeandtide	Ao no 6-gou - Saigetsu Hito o Matazu - Time and Tide (Japan)
nameaquagt	Aqua GT (Europe) (En,Fr,De)
namearmada	Armada (USA)
namearmymensargesheroes	Army Men - Sarge's Heroes (Europe) (En,Fr,De,Es,It)
nameatarianniversaryedition	Atari Anniversary Edition (USA)
nameatsumareguruguruonsen	Atsumare! Guru Guru Onsen (Japan)
nameatsumareguruguruonsenbb	Atsumare! Guru Guru Onsen BB (Japan)
namebakumatsuromandainimakugekkanokenshifinaledition	Bakumatsu Roman Daini Maku - Gekka no Kenshi - Final Edition (Japan)
namebakuretsumutekibangaioh	Bakuretsu Muteki Bangaioh (Japan)
namebaldrforceexe	Baldr Force EXE (Japan)
namebangaio	Bangai-O (Europe) (En,Fr,De)
namebanggunshipelite	Bang! Gunship Elite (USA) (En,Fr,De)
namebassrushdreamecogearpowerwormchampionship	Bass Rush Dream - EcoGear PowerWorm Championship (Japan)
namebattlebeaster	Battle Beaster (Japan)
nameberserkmillenniumfalconhenwasurebananoshou	Berserk - Millennium Falcon-hen - Wasurebana no Shou (Japan)
namebikkuriman2000vivafestiva	BikkuriMan 2000 - Viva! Festiva! (Japan)
namebiohazard2valueplus	Biohazard 2 - Value Plus (Japan) (Disc 1)
namebiohazard3lastescape	Biohazard 3 - Last Escape (Japan)
namebiohazardcodeveronica	Biohazard - Code - Veronica (Japan) (Disc 1)
namebiohazardcodeveronicakanzenban	Biohazard - Code - Veronica - Kanzenban (Japan) (Disc 1)
namebiohazardcodeveronicatrialedition	Biohazard - Code - Veronica - Trial Edition (Japan)
nameblackmatrixadvanced	Black-Matrix Advanced (Japan) (Disc 1)
nameblueskybluessoraomautsubasa	Blue-Sky-Blue[s] - Sora o Mau Tsubasa (Japan)
namebluestinger	Blue Stinger (Europe)
namebokomunotatsujin	Bokomu no Tatsujin (Japan)
namebokudoraemon	Boku Doraemon (Japan)
namebokunotennisjinsei	Boku no Tennis Jinsei (Japan)
namebokutobokuranonatsu	Boku to, Bokura no Natsu (Japan)
namebomberhehhe	Bomber Hehhe! (Japan)
namebombermanonline	Bomberman Online (USA)
nameborderdown	Border Down (Japan)
namebountyhuntersaraholymountainnoteiou	Bounty Hunter Sara - Holy Mountain no Teiou (Japan)
namebroadbandpassport	Broadband Passport (Japan)
namebuggyheat	Buggy Heat (Europe) (En,Fr,De,Es)
namebustamove4	Bust-A-Move 4 (Europe)
namecaesarspalace2000millenniumgoldedition	Caesars Palace 2000 - Millennium Gold Edition (Europe)
namecafelittlewish	Cafe Little Wish (Japan)
namecanarykonoomoioutaninosete	Canary - Kono Omoi o Uta ni Nosete (Japan)
namecandystripeminaraitenshi	Candy Stripe - Minarai Tenshi (Japan)
namecannonspike	Cannon Spike (Europe)
namecanvassepiaironomotif	Canvas - Sepia-iro no Motif (Japan)
namecapcomtaisenfandisc	Capcom Taisen Fan Disc (Japan)
namecapcomvssnk	Capcom vs. SNK (Europe)
namecapcomvssnk2millionairefighting2001	Capcom vs. SNK 2 - Millionaire Fighting 2001 (Japan)
namecapcomvssnkmillenniumfight2000	Capcom vs. SNK - Millennium Fight 2000 (Japan)
namecapcomvssnkmillenniumfight2000pro	Capcom vs. SNK - Millennium Fight 2000 Pro (Japan)
namecardcaptorsakuratomoyonovideodaisakusen	Cardcaptor Sakura - Tomoyo no Video Daisakusen (Japan)
namecardofdestinyhikaritoyaminotougousha	Card of Destiny - Hikari to Yami no Tougousha (Japan)
namecarrier	Carrier (Europe) (En,Fr,De,Es)
namecastlefantasiaseimataisen	Castle Fantasia - Seima Taisen (Japan)
namecentipede	Centipede (USA)
namechampionshipsurfer	Championship Surfer (Europe) (En,Fr,De) (Beta)
namechaosfield	Chaos Field (Japan)
namechargenblast	Charge 'N Blast (Europe)
namecheatsncodesvolume1	Cheats 'N Codes Volume 1 (USA)
namecheckicconomirucd	Checkicco no Miru CD (Japan)
namecherryblossom	Cherry Blossom (Japan)
namechickenrun	Chicken Run (Europe) (Fr,De,Es,It)
namechocolatmaidcafecurio	Chocolat - Maid Cafe Curio (Japan)
namechouhatsumeiboykanipanbousourobotnonazo	Chou Hatsumei Boy Kanipan - Bousou Robot no Nazo! (Japan)
namechoukousenkikikaioh	Choukou Senki Kikaioh (Japan)
namechoukousenkikikaiohformatchingservice	Choukou Senki Kikaioh for Matching Service (Japan)
namechristmasseamanomoiotsutaerumouhitotsunohouhou	Christmas Seaman - Omoi o Tsutaeru Mou Hitotsu no Houhou (Japan) (Message Disc)
namechuchurocket	Chu-Chu Rocket! (Japan)
namecleopatrafortune	Cleopatra Fortune (Japan)
nameclimaxlanders	Climax Landers (Japan)
nameclimaxlandersmottekeminigecampaign	Climax Landers - Motte ke! Minige Campaign (Japan)
nameclosetoinorinooka	Close To - Inori no Oka (Japan)
namecoasterworks	Coaster Works (Europe) (En,Fr,De,Es)
namecomicparty	Comic Party (Japan) (Disc 1) (Rev A)
nameconfidentialmission	Confidential Mission (Europe) (En,Ja,Fr,De,Es)
nameconflictzone	Conflict Zone (Europe) (En,Fr,De)
namecoolboardersburrrn	Cool Boarders Burrrn! (Japan)
namecoolcooltoon	Cool Cool Toon (Japan)
namecosmicsmash	Cosmic Smash (Japan)
namecrazytaxi	Crazy Taxi (Europe) (En,Ja)
namecrazytaxi2	Crazy Taxi 2 (Europe) (En,Ja,Fr,De,Es)
namecrhissatsushigotoninpachittechonmagevpchi	CR Hissatsu Shigotonin - Pachitte Chonmage @ VP@CHI (Japan)
namecskkenkouhokenkumiaisenyoudreampassport3	CSK Kenkouhoken Kumiai Sen'you Dream Passport 3 (Japan)
nameculdceptii	Culdcept II (Japan)
namecybertroopersvirtualonoratoriotangram	Cyber Troopers - Virtual-On - Oratorio Tangram (USA)
named2	D2 (USA) (Disc 1)
named2dnoshokutaku2	D2 - D no Shokutaku 2 (Japan) (Disc 1)
named2originalsoundtrack	D2 - Original Sound Track (Japan) (Disc 2) (MilCD)
named2shock	D2 Shock (Japan)
namedabitsuku2	Dabitsuku 2 (Japan)
namedabitsukuderbybaotsukurou	Dabitsuku - Derby-ba o Tsukurou! (Japan)
namedancedancerevolution2ndmixdreamcastedition	Dance Dance Revolution 2nd Mix - Dreamcast Edition (Japan)
namedancedancerevolutionclubversiondreamcastedition	Dance Dance Revolution - Club Version - Dreamcast Edition (Japan)
namedancingbladekattenimomotenshiiitearsofedenkanzenban	Dancing Blade Katte ni Momotenshi II - Tears of Eden Kanzenban (Japan) (Disc 1)
namedancingbladekattenimomotenshikanzenban	Dancing Blade Katte ni Momotenshi! Kanzenban (Japan) (Disc 1)
namedavemirrafreestylebmx	Dave Mirra Freestyle BMX (Europe)
namedaytonausa	Daytona USA (USA)
namedaytonausa2001	Daytona USA 2001 (Europe) (En,Fr,De,Es)
namedcieimportenabler	DC-IE Import Enabler (USA)
namedeadlyskies	Deadly Skies (Europe) (En,Fr,De,Es,It)
namedeadoralive2	Dead or Alive 2 (Europe)
namedeathcrimson2	Death Crimson 2 (Japan)
namedeathcrimsonox	Death Crimson OX (Japan)
namedeepfighter	Deep Fighter (Europe) (En,It) (Disc 1)
namedejikonomaibura	Dejiko no Maibura (Japan)
namedelajetsetradio	De La Jet Set Radio (Japan) (En,Ja,Fr,De,Es)
namedemolitionracernoexit	Demolition Racer - No Exit (USA)
namedengentenshitaisenmahjongshangrila	Dengen Tenshi Taisen Mahjong Shangri-La (Japan)
namedengentenshitaisenmahjongshangrilasuperpremiummoviedisc	Dengen Tenshi Taisen Mahjong Shangri-La - Super Premium Movie Disc (Japan)
namedennousenkivirtualonoratoriotangram	Dennou Senki - Virtual-On - Oratorio Tangram (Japan)
namedenpashounentekikenshouseikatsusoftnasubinoheya	Denpa Shounen-teki Kenshou Seikatsu Soft - Nasubi no Heya (Japan)
namedenshadego2kousokuhen3000bandai	Densha de Go! 2 - Kousoku-hen 3000 Bandai (Japan)
namedespiria	deSPIRIA (Japan)
namedigicharatfantasy	Di Gi Charat Fantasy (Japan)
namedigitalkeibashinbunmytrackman	Digital Keiba Shinbun - My Trackman (Japan)
namedinocrisis	Dino Crisis (Europe)
namedisneypixarbuzzlightyearofstarcommand	Disney-Pixar Buzz Lightyear of Star Command (Europe)
namedisneypixarcaptainbuzzlightyearstarcommand	Disney-Pixar Captain Buzz Lightyear - Star Command (Germany)
namedisneypixarlesaventuresdebuzzleclair	Disney-Pixar Les Aventures de Buzz L'Eclair (France)
namedisneypixartoystory2buzzleclairalarescousse	Disney-Pixar Toy Story 2 - Buzz l'Eclair a la Rescousse ! (France)
namedisneypixartoystory2buzzlightyeareiltzurhilfe	Disney-Pixar Toy Story 2 - Buzz Lightyear eilt zur Hilfe! (Germany)
namedisneypixartoystory2buzzlightyeartotherescue	Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue! (Europe)
namedisneys102dalmatianspuppiestotherescue	Disney's 102 Dalmatians - Puppies to the Rescue (Europe) (Fr,De,Es,It)
namedisneysdinosaur	Disney's Dinosaur (Europe) (En,Fr,De,Es,It)
namedisneysdonaldduckgoinquackers	Disney's Donald Duck - Goin' Quackers (USA)
namedisneysdonaldduckquackattack	Disney's Donald Duck - Quack Attack (Europe) (En,Fr,De,Es,It)
namedoguusenkihaou	Doguu Senki - Haou (Japan)
namedokidokiidolstarseekerremix	Doki Doki Idol Star Seeker Remix (Japan)
namedoricatchcelsior	Doricatch - Celsior (Japan)
namedoricatchestima	Doricatch - Estima (Japan)
namedoricatchfuncargo	Doricatch - FunCargo (Japan)
namedoricatchgaia	Doricatch - Gaia (Japan)
namedoricatchhiluxsurf	Doricatch - Hilux Surf (Japan)
namedoricatchlandcruiser100cygnus	Doricatch - Land Cruiser 100-Cygnus (Japan)
namedoricatchlandcruiserprado	Doricatch - Land Cruiser Prado (Japan)
namedorimagagdvol1	Dorimaga GD Vol. 1 (Japan)
namedorimagagdvol10	Dorimaga GD Vol. 10 (Japan)
namedorimagagdvol11	Dorimaga GD Vol. 11 (Japan)
namedorimagagdvol12	Dorimaga GD Vol. 12 (Japan)
namedorimagagdvol2	Dorimaga GD Vol. 2 (Japan) (Disc 1)
namedorimagagdvol3	Dorimaga GD Vol. 3 (Japan)
namedorimagagdvol4	Dorimaga GD Vol. 4 (Japan)
namedorimagagdvol5	Dorimaga GD Vol. 5 (Japan)
namedorimagagdvol6	Dorimaga GD Vol. 6 (Japan)
namedorimagagdvol7	Dorimaga GD Vol. 7 (Japan)
namedorimagagdvol8	Dorimaga GD Vol. 8 (Japan)
namedorimagagdvol9	Dorimaga GD Vol. 9 (Japan)
namedousoukai2againrefrain	Dousoukai 2 - Again & Refrain (Japan)
namedraconuscultofthewyrm	Draconus - Cult of the Wyrm (USA)
namedragonriderschroniclesofpern	Dragon Riders - Chronicles of Pern (Europe)
namedragonsblood	Dragons Blood (Europe) (En,Fr,De)
namedreamcastexpressextra	Dreamcast Express Extra (Japan)
namedreamcastexpressvol1	Dreamcast Express Vol. 1 (Japan)
namedreamcastexpressvol2	Dreamcast Express Vol. 2 (Japan)
namedreamcastexpressvol3	Dreamcast Express Vol. 3 (Japan)
namedreamcastexpressvol4	Dreamcast Express Vol. 4 (Japan) (Disc 1) (Trial Disk)
namedreamcastexpressvol5	Dreamcast Express Vol. 5 (Japan) (Disc 1) (Trial Disk)
namedreamcastexpressvol6	Dreamcast Express Vol. 6 (Japan) (Disc 1) (Special Disk)
namedreamcastexpressvol7	Dreamcast Express Vol. 7 (Japan) (Disc 1) (Special Disk)
namedreamcastpromotiondisk	Dreamcast Promotion Disk (Japan)
namedreamcastsystemdisc2	Dreamcast System-Disc 2 (Japan)
namedreamcastvmdatashuu	Dreamcast VM Data-shuu (Japan)
namedreamflyer	DreamFlyer (Japan)
namedreamkey	Dreamkey (Australia)
namedreamkey30	Dreamkey 3.0 (Europe) (En,Fr,De,It)
namedreamkey31	Dreamkey 3.1 (Portugal)
namedreamkeyversao20	Dreamkey Versao 2.0 (Portugal)
namedreamkeyversion15	Dreamkey Version 1.5 (Europe)
namedreamkeyversion20	Dreamkey Version 2.0 (Europe)
namedreamoncollection2	Dreamon Collection 2 (Europe) (En,Fr,De,Es)
namedreamoncollection3	Dreamon Collection 3 (Europe) (En,Fr,De,Es)
namedreamoncollection4	Dreamon Collection 4 (Europe) (En,Fr,De,Es)
namedreamonvolume1	Dreamon Volume 1 (Europe) (En,Fr,De,Es)
namedreamonvolume10	Dreamon Volume 10 (Europe) (En,Fr,De,Es)
namedreamonvolume11	Dreamon Volume 11 (Europe) (En,Fr,De,Es)
namedreamonvolume12	Dreamon Volume 12 (Europe) (En,Fr,De,Es)
namedreamonvolume13	Dreamon Volume 13 (Europe) (En,Fr,De,Es)
namedreamonvolume14	Dreamon Volume 14 (Europe) (En,Fr,De,Es)
namedreamonvolume15	Dreamon Volume 15 (Europe) (En,Fr,De,Es)
namedreamonvolume16	Dreamon Volume 16 (Europe) (En,Fr,De,Es)
namedreamonvolume17	Dreamon Volume 17 (Europe) (En,Fr,De,Es)
namedreamonvolume18	Dreamon Volume 18 (Europe) (En,Fr,De,Es)
namedreamonvolume19	Dreamon Volume 19 (Europe) (En,Fr,De,Es)
namedreamonvolume2	Dreamon Volume 2 (Europe) (En,Fr,De,Es)
namedreamonvolume20	Dreamon Volume 20 (Europe) (En,Fr,De,Es)
namedreamonvolume21	Dreamon Volume 21 (Europe) (En,Fr,De,Es)
namedreamonvolume22	Dreamon Volume 22 (Europe) (En,Fr,De,Es)
namedreamonvolume3	Dreamon Volume 3 (Europe) (En,Fr,De,Es)
namedreamonvolume4	Dreamon Volume 4 (Europe) (En,Fr,De,Es)
namedreamonvolume5	Dreamon Volume 5 (Europe) (En,Fr,De,Es)
namedreamonvolume6	Dreamon Volume 6 (Europe) (En,Fr,De,Es)
namedreamonvolume7	Dreamon Volume 7 (Europe) (En,Fr,De,Es)
namedreamonvolume78	Dreamon Volume 7 & 8 (France)
namedreamonvolume8	Dreamon Volume 8 (Europe) (En,Fr,De,Es)
namedreamonvolume9	Dreamon Volume 9 (Europe) (En,Fr,De,Es)
namedreampassport	Dream Passport (Japan)
namedreampassport2	Dream Passport 2 (Japan) (Rev A)
namedreampassport2withguruguruonsen	Dream Passport 2 with Guru Guru Onsen (Japan)
namedreampassport3	Dream Passport 3 (Japan)
namedreampassport3urbanstyle	Dream Passport 3 - Urban Style (Japan)
namedreampassportfortoyota	Dream Passport for Toyota (Japan)
namedreampassportpremier	Dream Passport Premier (Japan)
namedreampassportver101	Dream Passport Ver.1.01 (Japan)
namedreampreviewvol0	Dream Preview Vol. 0 (Japan)
namedreampreviewvol1	Dream Preview Vol. 1 (Japan)
namedreampreviewvol2	Dream Preview Vol. 2 (Japan)
namedreampreviewvol3	Dream Preview Vol. 3 (Japan)
namedreampreviewvol4	Dream Preview Vol. 4 (Japan)
namedreampreviewvol5	Dream Preview Vol. 5 (Japan)
namedreampreviewvol6	Dream Preview Vol. 6 (Japan)
namedreampreviewvol7	Dream Preview Vol. 7 (Japan)
namedreampreviewvol8	Dream Preview Vol. 8 (Japan)
namedreamstudo	Dreamstud!o (Japan)
nameducatiworld	Ducati World (Europe) (En,Fr,De,It)
nameducatiworldracingchallenge	Ducati World - Racing Challenge (USA)
nameduxversion15	Dux Version 1.5 (Europe)
namedvineluv	D+Vine [Luv] (Japan)
namedynamitecop	Dynamite Cop (Europe)
namedynamitedeka2	Dynamite Deka 2 (Japan)
nameeccothedolphindefenderofthefuture	Ecco the Dolphin - Defender of the Future (Europe) (En,Fr,De,Es)
nameecwanarchyrulz	ECW Anarchy Rulz (Europe)
nameecwhardcorerevolution	ECW Hardcore Revolution (Europe)
nameeiseimeijiniiigamecreatoryoshimuranobuhironozunou	Eisei Meijin III - Game Creator Yoshimura Nobuhiro no Zunou (Japan)
nameeldoradogatedai1kan	Eldorado Gate Dai-1-kan (Japan)
nameeldoradogatedai2kan	Eldorado Gate Dai-2-kan (Japan)
nameeldoradogatedai3kan	Eldorado Gate Dai-3-kan (Japan)
nameeldoradogatedai4kan	Eldorado Gate Dai-4-kan (Japan)
nameeldoradogatedai5kan	Eldorado Gate Dai-5-kan (Japan)
nameeldoradogatedai6kan	Eldorado Gate Dai-6-kan (Japan)
nameeldoradogatedai7kan	Eldorado Gate Dai-7-kan (Japan)
nameelementalgimmickgear	Elemental Gimmick Gear (Japan)
nameelysioneiennosanctuary	Elysion - Eien no Sanctuary (Japan)
